run_accession	sample_accession	country	collection_date	instrument_model	library_strategy	read_count	fastq_ftp
ERR5685328	SAMEA8515185	Pakistan	2015-17	Illumina MiSeq	WGS	2120258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685328/ERR5685328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685328/ERR5685328_2.fastq.gz
ERR5685335	SAMEA8515163	Pakistan	2015-17	Illumina MiSeq	WGS	451618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685335/ERR5685335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685335/ERR5685335_2.fastq.gz
ERR5685337	SAMEA8515165	Pakistan	2015-17	Illumina MiSeq	WGS	966622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685337/ERR5685337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685337/ERR5685337_2.fastq.gz
ERR5685340	SAMEA8515169	Pakistan	2015-17	Illumina MiSeq	WGS	1675182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685340/ERR5685340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685340/ERR5685340_2.fastq.gz
ERR5685345	SAMEA8515175	Pakistan	2015-17	Illumina MiSeq	WGS	1292406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685345/ERR5685345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685345/ERR5685345_2.fastq.gz
ERR5685349	SAMEA8515179	Pakistan	2015-17	Illumina MiSeq	WGS	465076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685349/ERR5685349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685349/ERR5685349_2.fastq.gz
ERR5685352	SAMEA8515182	Pakistan	2015-17	Illumina MiSeq	WGS	479508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685352/ERR5685352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685352/ERR5685352_2.fastq.gz
ERR5685353	SAMEA8515183	Pakistan	2015-17	Illumina MiSeq	WGS	870048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685353/ERR5685353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685353/ERR5685353_2.fastq.gz
ERR5685382	SAMEA8515239	Pakistan	2015-17	Illumina MiSeq	WGS	1465422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685382/ERR5685382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685382/ERR5685382_2.fastq.gz
ERR5685383	SAMEA8515240	Pakistan	2015-17	Illumina MiSeq	WGS	1027782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685383/ERR5685383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685383/ERR5685383_2.fastq.gz
ERR5685409	SAMEA8515281	Pakistan	2015-17	Illumina MiSeq	WGS	1262164	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685409/ERR5685409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685409/ERR5685409_2.fastq.gz
ERR5685450	SAMEA8515192	Pakistan	2015-17	Illumina MiSeq	WGS	1191900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685450/ERR5685450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685450/ERR5685450_2.fastq.gz
ERR5685451	SAMEA8515200	Pakistan	2015-17	Illumina MiSeq	WGS	232676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685451/ERR5685451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685451/ERR5685451_2.fastq.gz
ERR5685452	SAMEA8515203	Pakistan	2015-17	Illumina MiSeq	WGS	1834760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685452/ERR5685452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685452/ERR5685452_2.fastq.gz
ERR5685457	SAMEA8515211	Pakistan	2015-17	Illumina MiSeq	WGS	583740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685457/ERR5685457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685457/ERR5685457_2.fastq.gz
ERR5685458	SAMEA8515212	Pakistan	2015-17	Illumina MiSeq	WGS	1299440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685458/ERR5685458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685458/ERR5685458_2.fastq.gz
ERR5685461	SAMEA8515217	Pakistan	2015-17	Illumina MiSeq	WGS	1194374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685461/ERR5685461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685461/ERR5685461_2.fastq.gz
ERR5685463	SAMEA8515220	Pakistan	2015-17	Illumina MiSeq	WGS	2437376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685463/ERR5685463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685463/ERR5685463_2.fastq.gz
ERR5685472	SAMEA8515235	Pakistan	2015-17	Illumina MiSeq	WGS	190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685472/ERR5685472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685472/ERR5685472_2.fastq.gz
ERR5685474	SAMEA8515237	Pakistan	2015-17	Illumina MiSeq	WGS	1069658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685474/ERR5685474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685474/ERR5685474_2.fastq.gz
ERR5685475	SAMEA8515248	Pakistan	2015-17	Illumina MiSeq	WGS	699100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685475/ERR5685475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685475/ERR5685475_2.fastq.gz
ERR5685479	SAMEA8515261	Pakistan	2015-17	Illumina MiSeq	WGS	721668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685479/ERR5685479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685479/ERR5685479_2.fastq.gz
ERR5685480	SAMEA8515262	Pakistan	2015-17	Illumina MiSeq	WGS	1235540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685480/ERR5685480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685480/ERR5685480_2.fastq.gz
ERR5685485	SAMEA8515272	Pakistan	2015-17	Illumina MiSeq	WGS	375006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685485/ERR5685485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685485/ERR5685485_2.fastq.gz
ERR5685486	SAMEA8515275	Pakistan	2015-17	Illumina MiSeq	WGS	5260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685486/ERR5685486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685486/ERR5685486_2.fastq.gz
ERR5685489	SAMEA8515288	Pakistan	2015-17	Illumina MiSeq	WGS	317902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685489/ERR5685489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685489/ERR5685489_2.fastq.gz
ERR5685495	SAMEA8515318	Pakistan	2015-17	Illumina MiSeq	WGS	1709882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685495/ERR5685495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685495/ERR5685495_2.fastq.gz
ERR5685496	SAMEA8515323	Pakistan	2015-17	Illumina MiSeq	WGS	1364064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685496/ERR5685496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685496/ERR5685496_2.fastq.gz
ERR5751883	SAMEA8581641	Pakistan	2016	Illumina MiSeq	WGS	1098174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751883/ERR5751883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751883/ERR5751883_2.fastq.gz
ERR5751892	SAMEA8581632	Pakistan	2016	Illumina MiSeq	WGS	1031366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751892/ERR5751892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751892/ERR5751892_2.fastq.gz
ERR5751896	SAMEA8581628	Pakistan	2016	Illumina MiSeq	WGS	1303522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751896/ERR5751896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751896/ERR5751896_2.fastq.gz
ERR5751900	SAMEA8581624	Pakistan	2016	Illumina MiSeq	WGS	1387796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751900/ERR5751900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751900/ERR5751900_2.fastq.gz
ERR5751912	SAMEA8581612	Pakistan	2016	Illumina MiSeq	WGS	1044878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751912/ERR5751912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751912/ERR5751912_2.fastq.gz
ERR5751929	SAMEA8581595	Pakistan	2016	Illumina MiSeq	WGS	504482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751929/ERR5751929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751929/ERR5751929_2.fastq.gz
ERR5751930	SAMEA8581594	Pakistan	2016	Illumina MiSeq	WGS	2180260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751930/ERR5751930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751930/ERR5751930_2.fastq.gz
ERR5751933	SAMEA8581591	Pakistan	2016	Illumina MiSeq	WGS	785062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751933/ERR5751933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751933/ERR5751933_2.fastq.gz
ERR5751952	SAMEA8581572	Pakistan	2016	Illumina MiSeq	WGS	561058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751952/ERR5751952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751952/ERR5751952_2.fastq.gz
ERR5751956	SAMEA8581568	Pakistan	2016	Illumina MiSeq	WGS	1044192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751956/ERR5751956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751956/ERR5751956_2.fastq.gz
ERR5751961	SAMEA8581563	Pakistan	2016	Illumina MiSeq	WGS	2387772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751961/ERR5751961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751961/ERR5751961_2.fastq.gz
ERR5751965	SAMEA8581559	Pakistan	2016	Illumina MiSeq	WGS	789900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5751965/ERR5751965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5751965/ERR5751965_2.fastq.gz
ERR5751967	SAMEA8581557	Pakistan	2016	Illumina MiSeq	WGS	851304	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5751967/ERR5751967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5751967/ERR5751967_2.fastq.gz
ERR5751971	SAMEA8581553	Pakistan	2016	Illumina MiSeq	WGS	410276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751971/ERR5751971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751971/ERR5751971_2.fastq.gz
ERR5751975	SAMEA8581549	Pakistan	2016	Illumina MiSeq	WGS	1213550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5751975/ERR5751975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5751975/ERR5751975_2.fastq.gz
ERR5751976	SAMEA8581548	Pakistan	2016	Illumina MiSeq	WGS	1272324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751976/ERR5751976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5751976/ERR5751976_2.fastq.gz
ERR5751982	SAMEA8581542	Pakistan	2016	Illumina MiSeq	WGS	626014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751982/ERR5751982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751982/ERR5751982_2.fastq.gz
ERR5751990	SAMEA8581534	Pakistan	2016	Illumina MiSeq	WGS	1060878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751990/ERR5751990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751990/ERR5751990_2.fastq.gz
ERR5751999	SAMEA8581525	Pakistan	2016	Illumina MiSeq	WGS	527522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751999/ERR5751999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751999/ERR5751999_2.fastq.gz
ERR5752055	SAMEA8581469	Pakistan	2016	Illumina MiSeq	WGS	467472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752055/ERR5752055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752055/ERR5752055_2.fastq.gz
ERR5752074	SAMEA8581450	Pakistan	2016	Illumina MiSeq	WGS	1187110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752074/ERR5752074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752074/ERR5752074_2.fastq.gz
ERR5752081	SAMEA8581443	Pakistan	2016	Illumina MiSeq	WGS	1294262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752081/ERR5752081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752081/ERR5752081_2.fastq.gz
ERR5752096	SAMEA8581428	Pakistan	2016	Illumina MiSeq	WGS	612960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752096/ERR5752096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752096/ERR5752096_2.fastq.gz
ERR5752101	SAMEA8581423	Pakistan	2016	Illumina MiSeq	WGS	1324260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752101/ERR5752101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752101/ERR5752101_2.fastq.gz
ERR5752106	SAMEA8581418	Pakistan	2016	Illumina MiSeq	WGS	1123358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752106/ERR5752106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752106/ERR5752106_2.fastq.gz
ERR5752118	SAMEA8581406	Pakistan	2016	Illumina MiSeq	WGS	986512	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752118/ERR5752118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752118/ERR5752118_2.fastq.gz
ERR5752120	SAMEA8581404	Pakistan	2016	Illumina MiSeq	WGS	627628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752120/ERR5752120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752120/ERR5752120_2.fastq.gz
ERR5752135	SAMEA8581389	Pakistan	2016	Illumina MiSeq	WGS	378384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752135/ERR5752135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752135/ERR5752135_2.fastq.gz
ERR5752141	SAMEA8581383	Pakistan	2016	Illumina MiSeq	WGS	813284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752141/ERR5752141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752141/ERR5752141_2.fastq.gz
ERR5752161	SAMEA8581363	Pakistan	2016	Illumina MiSeq	WGS	1291486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752161/ERR5752161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752161/ERR5752161_2.fastq.gz
ERR5752175	SAMEA8581349	Pakistan	2016	Illumina MiSeq	WGS	607710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752175/ERR5752175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752175/ERR5752175_2.fastq.gz
ERR5752184	SAMEA8581340	Pakistan	2016	Illumina MiSeq	WGS	674602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752184/ERR5752184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752184/ERR5752184_2.fastq.gz
ERR5752190	SAMEA8581334	Pakistan	2016	Illumina MiSeq	WGS	1157464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752190/ERR5752190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752190/ERR5752190_2.fastq.gz
ERR8007860	SAMEA12292557	Pakistan	2016	MinION	WGS	274217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR800/000/ERR8007860/ERR8007860.fastq.gz
SRR10741803	SAMN05213495	Pakistan	2013	Sequel	WGS	368810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/003/SRR10741803/SRR10741803_subreads.fastq.gz
SRR28825841	SAMN35732537	Pakistan	2015/2017	MinION	WGS	92373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/041/SRR28825841/SRR28825841_1.fastq.gz
SRR28825842	SAMN35732538	Pakistan	2015/2017	MinION	WGS	65759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/042/SRR28825842/SRR28825842_1.fastq.gz
SRR28825858	SAMN35732553	Pakistan	2015/2017	MinION	WGS	46337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/058/SRR28825858/SRR28825858_1.fastq.gz
SRR28901302	SAMN35732540	Pakistan	2015/2017	Illumina MiSeq	WGS	472122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/002/SRR28901302/SRR28901302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/002/SRR28901302/SRR28901302_2.fastq.gz
SRR28901313	SAMN35732537	Pakistan	2015/2017	Illumina MiSeq	WGS	387248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/013/SRR28901313/SRR28901313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/013/SRR28901313/SRR28901313_2.fastq.gz
SRR28986961	SAMN41037658	Pakistan	2024-02-09	BGISEQ-500	AMPLICON	4122880	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/061/SRR28986961/SRR28986961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/061/SRR28986961/SRR28986961_2.fastq.gz
SRR28986965	SAMN41037654	Pakistan	2024-02-05	BGISEQ-500	AMPLICON	4068757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/065/SRR28986965/SRR28986965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/065/SRR28986965/SRR28986965_2.fastq.gz
SRR28986966	SAMN41037653	Pakistan	2024-02-04	BGISEQ-500	AMPLICON	4078706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/066/SRR28986966/SRR28986966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/066/SRR28986966/SRR28986966_2.fastq.gz
SRR28986967	SAMN41037666	Pakistan	2024-02-16	BGISEQ-500	AMPLICON	4019977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/067/SRR28986967/SRR28986967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/067/SRR28986967/SRR28986967_2.fastq.gz
SRR28986968	SAMN41037665	Pakistan	2024-02-15	BGISEQ-500	AMPLICON	4038157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/068/SRR28986968/SRR28986968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/068/SRR28986968/SRR28986968_2.fastq.gz
SRR30252310	SAMN43092446	Pakistan	2024	Illumina MiSeq	WGS	1102544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/010/SRR30252310/SRR30252310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/010/SRR30252310/SRR30252310_2.fastq.gz
SRR30252311	SAMN43092445	Pakistan	2023	Illumina MiSeq	WGS	1422019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/011/SRR30252311/SRR30252311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/011/SRR30252311/SRR30252311_2.fastq.gz
SRR30252313	SAMN43092443	Pakistan	2023	Illumina MiSeq	WGS	1348270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/013/SRR30252313/SRR30252313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/013/SRR30252313/SRR30252313_2.fastq.gz
SRR30252314	SAMN43092469	Pakistan	2024	Illumina MiSeq	WGS	1300799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/014/SRR30252314/SRR30252314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/014/SRR30252314/SRR30252314_2.fastq.gz
SRR30252315	SAMN43092468	Pakistan	2023	Illumina MiSeq	WGS	1452839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/015/SRR30252315/SRR30252315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/015/SRR30252315/SRR30252315_2.fastq.gz
SRR30252335	SAMN43092441	Pakistan	2022	Illumina MiSeq	WGS	1533938	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/035/SRR30252335/SRR30252335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/035/SRR30252335/SRR30252335_2.fastq.gz
SRR35795637	SAMN51434722	Pakistan	2022-12-31	Illumina NovaSeq X	WGS	2487411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/037/SRR35795637/SRR35795637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/037/SRR35795637/SRR35795637_2.fastq.gz
SRR5132447	SAMN05213499	Pakistan	2013	Illumina MiSeq	WGS	992951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/007/SRR5132447/SRR5132447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/007/SRR5132447/SRR5132447_2.fastq.gz
SRR5132453	SAMN05213503	Pakistan	2013	Illumina MiSeq	WGS	764379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/003/SRR5132453/SRR5132453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/003/SRR5132453/SRR5132453_2.fastq.gz
ERR10431514	SAMEA111505364	Pakistan	2020-08-11	NextSeq 500	WGS	2112930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/014/ERR10431514/ERR10431514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/014/ERR10431514/ERR10431514_2.fastq.gz
ERR10431516	SAMEA111505369	Pakistan	2020-08-17	NextSeq 500	WGS	1560594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/016/ERR10431516/ERR10431516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/016/ERR10431516/ERR10431516_2.fastq.gz
ERR10431519	SAMEA111505363	Pakistan	2020-08-10	NextSeq 500	WGS	2867378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/019/ERR10431519/ERR10431519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/019/ERR10431519/ERR10431519_2.fastq.gz
ERR10431521	SAMEA111505370	Pakistan	2020-08-18	NextSeq 500	WGS	1999010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/021/ERR10431521/ERR10431521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/021/ERR10431521/ERR10431521_2.fastq.gz
ERR10431528	SAMEA111505372	Pakistan	2020-08-25	NextSeq 500	WGS	1870904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/028/ERR10431528/ERR10431528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/028/ERR10431528/ERR10431528_2.fastq.gz
ERR10431529	SAMEA111505367	Pakistan	2020-08-16	NextSeq 500	WGS	4059838	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/029/ERR10431529/ERR10431529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/029/ERR10431529/ERR10431529_2.fastq.gz
ERR10431538	SAMEA111505375	Pakistan	2020-09-14	NextSeq 500	WGS	2626218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/038/ERR10431538/ERR10431538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/038/ERR10431538/ERR10431538_2.fastq.gz
ERR14800259	SAMEA117969186	Pakistan	not collected	NextSeq 500	WGS	4649522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/059/ERR14800259/ERR14800259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/059/ERR14800259/ERR14800259_2.fastq.gz
ERR14800276	SAMEA117969203	Pakistan	not collected	NextSeq 500	WGS	3308242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/076/ERR14800276/ERR14800276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/076/ERR14800276/ERR14800276_2.fastq.gz
ERR14800282	SAMEA117969209	Pakistan	not collected	NextSeq 500	WGS	4597040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14800282/ERR14800282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/082/ERR14800282/ERR14800282_2.fastq.gz
