run_accession	sample_accession	country	collection_date	instrument_model	library_strategy	read_count	fastq_ftp
ERR14800336	SAMEA117969263	Pakistan	not collected	NextSeq 500	WGS	3381430	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/036/ERR14800336/ERR14800336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/036/ERR14800336/ERR14800336_2.fastq.gz
ERR14800339	SAMEA117969266	Pakistan	not collected	NextSeq 500	WGS	4843740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/039/ERR14800339/ERR14800339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/039/ERR14800339/ERR14800339_2.fastq.gz
ERR14800342	SAMEA117969269	Pakistan	not collected	NextSeq 500	WGS	5969302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/042/ERR14800342/ERR14800342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/042/ERR14800342/ERR14800342_2.fastq.gz
ERR14800343	SAMEA117969270	Pakistan	not collected	NextSeq 500	WGS	1381894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/043/ERR14800343/ERR14800343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/043/ERR14800343/ERR14800343_2.fastq.gz
ERR14800344	SAMEA117969271	Pakistan	not collected	NextSeq 500	WGS	2587380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/044/ERR14800344/ERR14800344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/044/ERR14800344/ERR14800344_2.fastq.gz
ERR14800354	SAMEA117969281	Pakistan	not collected	NextSeq 500	WGS	2582320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/054/ERR14800354/ERR14800354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/054/ERR14800354/ERR14800354_2.fastq.gz
ERR14800355	SAMEA117969282	Pakistan	not collected	NextSeq 500	WGS	3972040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14800355/ERR14800355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14800355/ERR14800355_2.fastq.gz
ERR14800362	SAMEA117969289	Pakistan	not collected	NextSeq 500	WGS	5766494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/062/ERR14800362/ERR14800362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/062/ERR14800362/ERR14800362_2.fastq.gz
ERR14800366	SAMEA117969293	Pakistan	not collected	NextSeq 500	WGS	3398566	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14800366/ERR14800366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/066/ERR14800366/ERR14800366_2.fastq.gz
ERR2403061	SAMEA104168727	Pakistan	1800/2014	PacBio RS	WGS	0	
ERR2403065	SAMEA104168729	Pakistan	1800/2014	PacBio RS	WGS	0	
ERR4920549	SAMEA7472528	Pakistan	2015-17	Illumina MiSeq	WGS	1265698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920549/ERR4920549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920549/ERR4920549_2.fastq.gz
ERR4920555	SAMEA7472570	Pakistan	2015-17	Illumina MiSeq	WGS	338210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920555/ERR4920555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920555/ERR4920555_2.fastq.gz
ERR4920556	SAMEA7472572	Pakistan	2015-17	Illumina MiSeq	WGS	438570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920556/ERR4920556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920556/ERR4920556_2.fastq.gz
ERR4920559	SAMEA7472585	Pakistan	2015-17	Illumina MiSeq	WGS	383066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920559/ERR4920559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920559/ERR4920559_2.fastq.gz
ERR4920565	SAMEA7472611	Pakistan	2015-17	Illumina MiSeq	WGS	1268844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920565/ERR4920565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920565/ERR4920565_2.fastq.gz
ERR4920567	SAMEA7472613	Pakistan	2015-17	Illumina MiSeq	WGS	851256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920567/ERR4920567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920567/ERR4920567_2.fastq.gz
ERR4920571	SAMEA7472641	Pakistan	2015-17	Illumina MiSeq	WGS	203090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920571/ERR4920571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920571/ERR4920571_2.fastq.gz
ERR4920576	SAMEA7472673	Pakistan	2015-17	Illumina MiSeq	WGS	1082216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920576/ERR4920576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920576/ERR4920576_2.fastq.gz
ERR4920577	SAMEA7472674	Pakistan	2015-17	Illumina MiSeq	WGS	1242282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920577/ERR4920577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920577/ERR4920577_2.fastq.gz
ERR4920578	SAMEA7472689	Pakistan	2015-17	Illumina MiSeq	WGS	873514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920578/ERR4920578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920578/ERR4920578_2.fastq.gz
ERR4920583	SAMEA7472742	Pakistan	2015-17	Illumina MiSeq	WGS	914900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920583/ERR4920583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/003/ERR4920583/ERR4920583_2.fastq.gz
ERR4920588	SAMEA7472793	Pakistan	2015-17	Illumina MiSeq	WGS	1029354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920588/ERR4920588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920588/ERR4920588_2.fastq.gz
ERR4920591	SAMEA7472834	Pakistan	2015-17	Illumina MiSeq	WGS	1196116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920591/ERR4920591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920591/ERR4920591_2.fastq.gz
ERR5685323	SAMEA8515154	Pakistan	2015-17	Illumina MiSeq	WGS	1134312	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685323/ERR5685323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685323/ERR5685323_2.fastq.gz
ERR5685332	SAMEA8515160	Pakistan	2015-17	Illumina MiSeq	WGS	1067776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685332/ERR5685332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685332/ERR5685332_2.fastq.gz
ERR5685333	SAMEA8515161	Pakistan	2015-17	Illumina MiSeq	WGS	521148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685333/ERR5685333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685333/ERR5685333_2.fastq.gz
ERR5685339	SAMEA8515167	Pakistan	2015-17	Illumina MiSeq	WGS	635054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685339/ERR5685339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685339/ERR5685339_2.fastq.gz
ERR5685342	SAMEA8515172	Pakistan	2015-17	Illumina MiSeq	WGS	469776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685342/ERR5685342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685342/ERR5685342_2.fastq.gz
ERR5685344	SAMEA8515174	Pakistan	2015-17	Illumina MiSeq	WGS	709934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685344/ERR5685344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685344/ERR5685344_2.fastq.gz
ERR5685346	SAMEA8515176	Pakistan	2015-17	Illumina MiSeq	WGS	870638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685346/ERR5685346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685346/ERR5685346_2.fastq.gz
ERR5685347	SAMEA8515177	Pakistan	2015-17	Illumina MiSeq	WGS	1041684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685347/ERR5685347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685347/ERR5685347_2.fastq.gz
ERR5685362	SAMEA8515195	Pakistan	2015-17	Illumina MiSeq	WGS	1444796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685362/ERR5685362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685362/ERR5685362_2.fastq.gz
ERR5685375	SAMEA8515222	Pakistan	2015-17	Illumina MiSeq	WGS	939912	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685375/ERR5685375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685375/ERR5685375_2.fastq.gz
ERR5685378	SAMEA8515229	Pakistan	2015-17	Illumina MiSeq	WGS	835314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685378/ERR5685378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685378/ERR5685378_2.fastq.gz
ERR5685387	SAMEA8515245	Pakistan	2015-17	Illumina MiSeq	WGS	1093396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685387/ERR5685387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685387/ERR5685387_2.fastq.gz
ERR5685441	SAMEA8515321	Pakistan	2015-17	Illumina MiSeq	WGS	1216152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685441/ERR5685441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685441/ERR5685441_2.fastq.gz
ERR5685443	SAMEA8515324	Pakistan	2015-17	Illumina MiSeq	WGS	769820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685443/ERR5685443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685443/ERR5685443_2.fastq.gz
ERR5685448	SAMEA8515171	Pakistan	2015-17	Illumina MiSeq	WGS	1209924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685448/ERR5685448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685448/ERR5685448_2.fastq.gz
ERR5685449	SAMEA8515188	Pakistan	2015-17	Illumina MiSeq	WGS	455508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685449/ERR5685449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685449/ERR5685449_2.fastq.gz
ERR5685455	SAMEA8515208	Pakistan	2015-17	Illumina MiSeq	WGS	392444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685455/ERR5685455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/005/ERR5685455/ERR5685455_2.fastq.gz
ERR5685459	SAMEA8515213	Pakistan	2015-17	Illumina MiSeq	WGS	418388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685459/ERR5685459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/009/ERR5685459/ERR5685459_2.fastq.gz
ERR5685460	SAMEA8515214	Pakistan	2015-17	Illumina MiSeq	WGS	371698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685460/ERR5685460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685460/ERR5685460_2.fastq.gz
ERR5685462	SAMEA8515218	Pakistan	2015-17	Illumina MiSeq	WGS	429674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685462/ERR5685462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/002/ERR5685462/ERR5685462_2.fastq.gz
ERR5685464	SAMEA8515221	Pakistan	2015-17	Illumina MiSeq	WGS	846126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685464/ERR5685464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685464/ERR5685464_2.fastq.gz
ERR5685466	SAMEA8515225	Pakistan	2015-17	Illumina MiSeq	WGS	1320636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685466/ERR5685466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/006/ERR5685466/ERR5685466_2.fastq.gz
ERR5685467	SAMEA8515227	Pakistan	2015-17	Illumina MiSeq	WGS	987504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685467/ERR5685467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685467/ERR5685467_2.fastq.gz
ERR5685470	SAMEA8515233	Pakistan	2015-17	Illumina MiSeq	WGS	2107710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685470/ERR5685470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/000/ERR5685470/ERR5685470_2.fastq.gz
ERR5685471	SAMEA8515234	Pakistan	2015-17	Illumina MiSeq	WGS	1165980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685471/ERR5685471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685471/ERR5685471_2.fastq.gz
ERR5685477	SAMEA8515255	Pakistan	2015-17	Illumina MiSeq	WGS	362242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685477/ERR5685477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685477/ERR5685477_2.fastq.gz
ERR5685478	SAMEA8515257	Pakistan	2015-17	Illumina MiSeq	WGS	763162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685478/ERR5685478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/008/ERR5685478/ERR5685478_2.fastq.gz
ERR5685484	SAMEA8515269	Pakistan	2015-17	Illumina MiSeq	WGS	608808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685484/ERR5685484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/004/ERR5685484/ERR5685484_2.fastq.gz
ERR5685491	SAMEA8515297	Pakistan	2015-17	Illumina MiSeq	WGS	985956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685491/ERR5685491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/001/ERR5685491/ERR5685491_2.fastq.gz
ERR5685493	SAMEA8515304	Pakistan	2015-17	Illumina MiSeq	WGS	251486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685493/ERR5685493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/003/ERR5685493/ERR5685493_2.fastq.gz
ERR5751880	SAMEA8581644	Pakistan	2016	Illumina MiSeq	WGS	898690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751880/ERR5751880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5751880/ERR5751880_2.fastq.gz
ERR5751884	SAMEA8581640	Pakistan	2016	Illumina MiSeq	WGS	1506278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751884/ERR5751884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751884/ERR5751884_2.fastq.gz
ERR5751902	SAMEA8581622	Pakistan	2016	Illumina MiSeq	WGS	1237420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751902/ERR5751902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751902/ERR5751902_2.fastq.gz
ERR5751903	SAMEA8581621	Pakistan	2016	Illumina MiSeq	WGS	969670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751903/ERR5751903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5751903/ERR5751903_2.fastq.gz
ERR5751909	SAMEA8581615	Pakistan	2016	Illumina MiSeq	WGS	827510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751909/ERR5751909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751909/ERR5751909_2.fastq.gz
ERR5751922	SAMEA8581602	Pakistan	2016	Illumina MiSeq	WGS	1220132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751922/ERR5751922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751922/ERR5751922_2.fastq.gz
ERR5751934	SAMEA8581590	Pakistan	2016	Illumina MiSeq	WGS	1633520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751934/ERR5751934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751934/ERR5751934_2.fastq.gz
ERR5751949	SAMEA8581575	Pakistan	2016	Illumina MiSeq	WGS	1077990	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751949/ERR5751949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5751949/ERR5751949_2.fastq.gz
ERR5751972	SAMEA8581552	Pakistan	2016	Illumina MiSeq	WGS	679090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751972/ERR5751972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5751972/ERR5751972_2.fastq.gz
ERR5751981	SAMEA8581543	Pakistan	2016	Illumina MiSeq	WGS	1032672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751981/ERR5751981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5751981/ERR5751981_2.fastq.gz
ERR5751994	SAMEA8581530	Pakistan	2016	Illumina MiSeq	WGS	1086432	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751994/ERR5751994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5751994/ERR5751994_2.fastq.gz
ERR5752023	SAMEA8581501	Pakistan	2016	Illumina MiSeq	WGS	1368708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752023/ERR5752023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752023/ERR5752023_2.fastq.gz
ERR5752027	SAMEA8581497	Pakistan	2016	Illumina MiSeq	WGS	416462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752027/ERR5752027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752027/ERR5752027_2.fastq.gz
ERR5752040	SAMEA8581484	Pakistan	2016	Illumina MiSeq	WGS	1495464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752040/ERR5752040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752040/ERR5752040_2.fastq.gz
ERR5752062	SAMEA8581462	Pakistan	2016	Illumina MiSeq	WGS	1028484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752062/ERR5752062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752062/ERR5752062_2.fastq.gz
ERR5752073	SAMEA8581451	Pakistan	2016	Illumina MiSeq	WGS	1000048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752073/ERR5752073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752073/ERR5752073_2.fastq.gz
ERR5752090	SAMEA8581434	Pakistan	2016	Illumina MiSeq	WGS	1384244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752090/ERR5752090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752090/ERR5752090_2.fastq.gz
ERR5752092	SAMEA8581432	Pakistan	2016	Illumina MiSeq	WGS	1063568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752092/ERR5752092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752092/ERR5752092_2.fastq.gz
ERR5752093	SAMEA8581431	Pakistan	2016	Illumina MiSeq	WGS	521438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752093/ERR5752093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752093/ERR5752093_2.fastq.gz
ERR5752100	SAMEA8581424	Pakistan	2016	Illumina MiSeq	WGS	1087112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752100/ERR5752100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/000/ERR5752100/ERR5752100_2.fastq.gz
ERR5752114	SAMEA8581410	Pakistan	2016	Illumina MiSeq	WGS	615738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752114/ERR5752114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/004/ERR5752114/ERR5752114_2.fastq.gz
ERR5752133	SAMEA8581391	Pakistan	2016	Illumina MiSeq	WGS	1367426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752133/ERR5752133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752133/ERR5752133_2.fastq.gz
ERR5752139	SAMEA8581385	Pakistan	2016	Illumina MiSeq	WGS	822208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5752139/ERR5752139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5752139/ERR5752139_2.fastq.gz
ERR5752143	SAMEA8581381	Pakistan	2016	Illumina MiSeq	WGS	961990	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752143/ERR5752143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752143/ERR5752143_2.fastq.gz
ERR5752152	SAMEA8581372	Pakistan	2016	Illumina MiSeq	WGS	1092006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752152/ERR5752152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/002/ERR5752152/ERR5752152_2.fastq.gz
ERR5752156	SAMEA8581368	Pakistan	2016	Illumina MiSeq	WGS	1276392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752156/ERR5752156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/006/ERR5752156/ERR5752156_2.fastq.gz
ERR5752158	SAMEA8581366	Pakistan	2016	Illumina MiSeq	WGS	1137400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752158/ERR5752158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752158/ERR5752158_2.fastq.gz
ERR5752169	SAMEA8581355	Pakistan	2016	Illumina MiSeq	WGS	1482524	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5752169/ERR5752169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/009/ERR5752169/ERR5752169_2.fastq.gz
ERR5752171	SAMEA8581353	Pakistan	2016	Illumina MiSeq	WGS	786388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752171/ERR5752171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752171/ERR5752171_2.fastq.gz
ERR5752177	SAMEA8581347	Pakistan	2016	Illumina MiSeq	WGS	1122328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752177/ERR5752177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752177/ERR5752177_2.fastq.gz
ERR5752178	SAMEA8581346	Pakistan	2016	Illumina MiSeq	WGS	890292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752178/ERR5752178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/008/ERR5752178/ERR5752178_2.fastq.gz
ERR5752183	SAMEA8581341	Pakistan	2016	Illumina MiSeq	WGS	618208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752183/ERR5752183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752183/ERR5752183_2.fastq.gz
ERR5752185	SAMEA8581339	Pakistan	2016	Illumina MiSeq	WGS	555390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752185/ERR5752185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/005/ERR5752185/ERR5752185_2.fastq.gz
ERR5752187	SAMEA8581337	Pakistan	2016	Illumina MiSeq	WGS	833664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752187/ERR5752187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/007/ERR5752187/ERR5752187_2.fastq.gz
ERR5752191	SAMEA8581333	Pakistan	2016	Illumina MiSeq	WGS	1172070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752191/ERR5752191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/001/ERR5752191/ERR5752191_2.fastq.gz
ERR5752193	SAMEA8581331	Pakistan	2016	Illumina MiSeq	WGS	1509958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752193/ERR5752193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/003/ERR5752193/ERR5752193_2.fastq.gz
ERR8007863	SAMEA12292560	Pakistan	2016	MinION	WGS	26570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR800/003/ERR8007863/ERR8007863.fastq.gz
ERR8007864	SAMEA12292561	Pakistan	2016	MinION	WGS	289827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR800/004/ERR8007864/ERR8007864.fastq.gz
SRR10094527	SAMN10249165	Pakistan	2016-04	NextSeq 500	WGS	1936553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/027/SRR10094527/SRR10094527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/027/SRR10094527/SRR10094527_2.fastq.gz
